X GeneID	geneSymbol	chr	strand	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	AS_type	comp	transcript_type	gene_type	Note	Name	Ontology_term	gene_name
gene:Solyc06g083620.3_51538481_51538791_51538481_51538500_51538650_51538791	gene:Solyc06g083620.3	NA	chr6	-	136,86	18,11	84,76	0,2	148	74	6.58267489295e-07	3.41951281865671e-05	0.791,0.796	1.0,0.95	-0.181	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g083620.3_51539163_51539510_51539163_51539333_51539420_51539510	gene:Solyc06g083620.3	NA	chr6	-	29,23	9,7	19,25	0,0	148	74	1.42922678692e-07	9.0762739375099e-06	0.617,0.622	1.0,1.0	-0.381	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g083620.3_51539420_51539877_51539420_51539519_51539631_51539877	gene:Solyc06g083620.3	NA	chr6	-	12,7	8,5	3,5	0,0	148	74	2.10457090344e-06	8.98661544845254e-05	0.429,0.412	1.0,1.0	-0.58	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g026150.3_3526212_3526477_3526212_3526320_3526417_3526477	gene:Solyc03g026150.3	NA	chr3	+	1,1	0,0	3,2	2,2	148	74	3.5154135445e-05	0.000922101309671467	1.0,1.0	0.429,0.333	0.619	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g005490.3_350735_351184_350735_350835_351075_351184	gene:Solyc04g005490.3	NA	chr4	+	81,58	59,53	32,43	121,106	148	74	1.11978870621e-10	1.81248726867954e-08	0.407,0.354	0.117,0.169	0.237	RI	HS1.vs.HS0	protein_coding	protein_coding	Appr-1-p processing enzyme family protein (AHRD V3.3 *** A0A2U1M8F6_ARTAN)	Solyc04g005490.3.1	NA	NA
gene:Solyc03g026210.4_3576172_3576443_3576172_3576289_3576385_3576443	gene:Solyc03g026210.4	NA	chr3	-	33,37	22,24	45,49	90,96	148	74	8.1374612213e-06	0.000282364585777005	0.429,0.435	0.2,0.203	0.23	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g026240.4_3645545_3646495_3645545_3645888_3646354_3646495	gene:Solyc03g026240.4	NA	chr3	-	21,27	6,7	49,20	1,1	148	74	6.12376784859e-05	0.00144237282644917	0.636,0.659	0.961,0.909	-0.288	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc10g005650.3_531275_531605_531275_531472_531567_531605	gene:Solyc10g005650.3	NA	chr10	-	8,10	6,4	22,12	1,0	148	74	3.83486530997e-06	0.000149700734784049	0.4,0.556	0.917,1.0	-0.48	RI	HS1.vs.HS0	protein_coding	protein_coding	Peroxisomal targeting signal 1 receptor (AHRD V3.3 *** Q9ZTK6_TOBAC)	Solyc10g005650.3.1	NA	NA
gene:Solyc03g031600.3_3963693_3963922_3963693_3963764_3963865_3963922	gene:Solyc03g031600.3	NA	chr3	-	17,16	4,3	2,2	0,0	148	74	0.000111329652607	0.00232513424740583	0.68,0.727	1.0,1.0	-0.296	RI	HS1.vs.HS0	protein_coding	protein_coding	Peroxisomal membrane protein PMP22 (AHRD V3.3 *** A0A2G3CKH8_CAPCH)	Solyc03g031600.3.1	NA	NA
gene:Solyc03g058860.3_23509797_23510215_23509797_23510112_23510178_23510215	gene:Solyc03g058860.3	NA	chr3	-	552,402	538,373	340,430	741,867	140	74	3.15538706275e-11	5.73696914936293e-09	0.352,0.363	0.195,0.208	0.156	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g079210.3_72725299_72725631_72725299_72725443_72725570_72725631	gene:Solyc01g079210.3	NA	chr1	+	5,1	0,0	2,4	1,2	148	74	0.000552897551421	0.00856281534566537	1.0,1.0	0.5,0.5	0.5	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g040680.2_57868800_57869180_57868800_57868956_57869054_57869180	gene:Solyc12g040680.2	NA	chr12	+	6,1	3,0	0,0	1,1	148	74	3.53309252763e-05	0.000924910662188741	0.5,1.0	0.0,0.0	0.75	RI	HS1.vs.HS0	protein_coding	protein_coding	mitogen-activated protein kinase 16	Solyc12g040680.2.1	GO:0004672" "GO:0005524" "GO:0006468	NA
gene:Solyc08g067090.4_56834900_56835179_56834900_56834972_56835135_56835179	gene:Solyc08g067090.4	NA	chr8	+	6,6	5,12	6,7	0,1	148	74	7.39508622105e-06	0.000260693975747374	0.375,0.2	1.0,0.778	-0.602	RI	HS1.vs.HS0	protein_coding	protein_coding	cyclophilin-like protein	Solyc08g067090.4.1	NA	NA
gene:Solyc09g064720.3_58419440_58419844_58419440_58419531_58419740_58419844	gene:Solyc09g064720.3	NA	chr9	-	3,0	2,1	5,2	0,0	148	74	0.000500107049867	0.00793640564549712	0.429,0.0	1.0,1.0	-0.785	RI	HS1.vs.HS0	protein_coding	protein_coding	endo-1" "31" "4-beta-D-glucanase-like (AHRD V3.3 *** A0A2I4F2X5_9ROSI)	Solyc09g064720.3.1	GO:0016787	NA
gene:Solyc12g056650.2_65850154_65851138_65850154_65850279_65851069_65851138	gene:Solyc12g056650.2	NA	chr12	-	63,76	6,11	14,12	0,0	148	74	9.46292063556e-05	0.00204554746148974	0.84,0.776	1.0,1.0	-0.192	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g025650.3_20976735_20977195_20976735_20976907_20977003_20977195	gene:Solyc04g025650.3	NA	chr4	+	364,290	235,226	108,131	496,415	148	74	0	0	0.436,0.391	0.098,0.136	0.296	RI	HS1.vs.HS0	protein_coding	protein_coding	FAD/NAD(P)-binding oxidoreductase family protein (AHRD V3.3 *** A0A2U1LBG7_ARTAN)	Solyc04g025650.3.1	GO:0071949	NA
gene:Solyc05g012290.3_5681995_5682336_5681995_5682034_5682107_5682336	gene:Solyc05g012290.3	NA	chr5	+	38,33	42,55	5,6	29,36	147	74	8.2776587671e-06	0.000286480380668409	0.313,0.232	0.08,0.077	0.194	RI	HS1.vs.HS0	protein_coding	protein_coding	Protein root UVB sensitive 3 (AHRD V3.3 *** A0A2G2VKX6_CAPBA)	Solyc05g012290.3.1	NA	NA
gene:Solyc03g045140.4_11382856_11383250_11382856_11382949_11383069_11383250	gene:Solyc03g045140.4	NA	chr3	-	2,2	4,4	1,4	0,0	148	74	1.08425951439e-07	7.10658489123026e-06	0.2,0.2	1.0,1.0	-0.8	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g093400.3_54001360_54001583_54001360_54001428_54001526_54001583	gene:Solyc02g093400.3	NA	chr2	-	0,0	2,2	1,2	1,0	148	74	0.000555870683982	0.00859381904851613	0.0,0.0	0.333,1.0	-0.666	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g053040.1_19619791_19620582_19619791_19619914_19620430_19620582	gene:Solyc03g053040.1	NA	chr3	+	23,26	2,5	22,17	0,0	148	74	9.9041200686e-05	0.00212191176126705	0.852,0.722	1.0,1.0	-0.213	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g095970.3_81264405_81265531_81264405_81264470_81265497_81265531	gene:Solyc01g095970.3	NA	chr1	-	43,32	4,8	17,8	0,0	148	74	5.79698909066e-05	0.00138133819938572	0.843,0.667	1.0,1.0	-0.245	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g095970.3_81265497_81265720_81265497_81265531_81265629_81265720	gene:Solyc01g095970.3	NA	chr1	-	25,21	21,24	3,5	1,0	148	74	0.000419294724898	0.00690457721613983	0.373,0.304	0.6,1.0	-0.462	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g080670.3_74335527_74335954_74335527_74335663_74335886_74335954	gene:Solyc01g080670.3	NA	chr1	+	8,13	6,5	8,7	0,0	148	74	5.74914135076e-07	3.01602682126332e-05	0.4,0.565	1.0,1.0	-0.518	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:TomatoPan057150_38644170_38645583_38644170_38644424_38645516_38645583	gene:TomatoPan057150	NA	chr6	+	34,19	5,3	32,24	0,0	148	74	3.72310174334e-05	0.00096325278535049	0.773,0.76	1.0,1.0	-0.234	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g124060.3_66820780_66821161_66820780_66820925_66821095_66821161	gene:Solyc03g124060.3	NA	chr3	-	3,3	2,4	6,1	1,0	148	74	0.000579064910656	0.00886498380046894	0.429,0.273	0.75,1.0	-0.524	RI	HS1.vs.HS0	protein_coding	protein_coding	Polyketide cyclase/dehydrase and lipid transport superfamily protein (AHRD V3.3 *** Q93YV2_ARATH)	Solyc03g124060.3.1	NA	NA
gene:Solyc03g063340.3_31748269_31748711_31748269_31748475_31748644_31748711	gene:Solyc03g063340.3	NA	chr3	+	15,8	19,19	13,10	2,3	148	74	9.08858247217e-05	0.0019758920698096	0.283,0.174	0.765,0.625	-0.467	RI	HS1.vs.HS0	protein_coding	protein_coding	DNA polymerase delta small subunit (AHRD V3.3 *** A0A1U8GTH7_CAPAN)	Solyc03g063340.3.1	NA	NA
gene:Solyc03g063600.4_32555004_32555268_32555004_32555134_32555232_32555268	gene:Solyc03g063600.4	NA	chr3	+	52,44	43,31	40,31	4,3	148	74	9.25063492474e-09	8.64641211539519e-07	0.377,0.415	0.833,0.838	-0.439	RI	HS1.vs.HS0	protein_coding	protein_coding	Guanylate kinase 1 (AHRD V3.3 *** A0A2G2X5F7_CAPBA)	Solyc03g063600.4.1	NA	NA
gene:Solyc03g063600.4_32556960_32557455_32556960_32557270_32557409_32557455	gene:Solyc03g063600.4	NA	chr3	+	604,439	622,428	244,248	481,483	148	74	4.22822727941e-08	3.17955504623055e-06	0.327,0.339	0.202,0.204	0.13	RI	HS1.vs.HS0	protein_coding	protein_coding	Guanylate kinase 1 (AHRD V3.3 *** A0A2G2X5F7_CAPBA)	Solyc03g063600.4.1	NA	NA
gene:Solyc03g063600.4_32557409_32557647_32557409_32557455_32557555_32557647	gene:Solyc03g063600.4	NA	chr3	+	428,285	976,656	107,72	668,729	148	74	0	0	0.18,0.178	0.074,0.047	0.118	RI	HS1.vs.HS0	protein_coding	protein_coding	Guanylate kinase 1 (AHRD V3.3 *** A0A2G2X5F7_CAPBA)	Solyc03g063600.4.1	NA	NA
gene:Solyc03g093440.4_50779600_50780379_50779600_50779722_50780274_50780379	gene:Solyc03g093440.4	NA	chr3	+	2,2	2,3	3,3	0,0	148	74	8.05197722387e-07	3.98025578040278e-05	0.333,0.25	1.0,1.0	-0.709	RI	HS1.vs.HS0	protein_coding	protein_coding	N-(Beta-N-acetylglucosaminyl)-L-asparaginase (AHRD V3.3 *** A0A166SVP4_9PEZI)	Solyc03g093440.4.1	GO:0016787	NA
gene:Solyc03g078000.3_44857929_44858362_44857929_44858138_44858281_44858362	gene:Solyc03g078000.3	NA	chr3	+	83,68	392,340	244,230	521,434	148	74	6.75745126522e-10	8.83628294755e-08	0.096,0.091	0.19,0.209	-0.106	RI	HS1.vs.HS0	protein_coding	protein_coding	Vacuolar glucose transporter 1	Solyc03g078000.3.1	GO:0016021" "GO:0022857" "GO:0055085	NA
gene:Solyc03g078300.3_46361689_46361882_46361689_46361768_46361842_46361882	gene:Solyc03g078300.3	NA	chr3	+	59,53	25,21	7,2	0,0	148	74	1.51647162212e-05	0.000467534717876602	0.541,0.558	1.0,1.0	-0.45	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc10g005590.4_483506_483852_483506_483556_483641_483852	gene:Solyc10g005590.4	NA	chr10	-	48,47	0,1	18,38	8,10	148	74	9.97485705145e-09	9.19383959828959e-07	1.0,0.959	0.529,0.655	0.387	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g039650.2_47004326_47004700_47004326_47004403_47004603_47004700	gene:Solyc11g039650.2	NA	chr11	-	3,7	11,10	3,4	0,0	148	74	1.83167471079e-07	1.11774264822806e-05	0.12,0.259	1.0,1.0	-0.81	RI	HS1.vs.HS0	protein_coding	protein_coding	Dynamin (AHRD V3.3 *** A0A2U1N3P9_ARTAN)	Solyc11g039650.2.1	NA	NA
gene:Solyc11g039650.2_47004603_47004959_47004603_47004700_47004820_47004959	gene:Solyc11g039650.2	NA	chr11	-	5,7	9,4	7,17	0,0	148	74	6.2626923647e-09	6.13443427383622e-07	0.217,0.467	1.0,1.0	-0.658	RI	HS1.vs.HS0	protein_coding	protein_coding	Dynamin (AHRD V3.3 *** A0A2U1N3P9_ARTAN)	Solyc11g039650.2.1	NA	NA
gene:Solyc03g082560.3_48530948_48531275_48530948_48531075_48531173_48531275	gene:Solyc03g082560.3	NA	chr3	+	18,12	4,1	18,19	16,18	148	74	0.000430997980965	0.00706224778068884	0.692,0.857	0.36,0.345	0.422	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g113100.3_59387606_59387867_59387606_59387675_59387778_59387867	gene:Solyc03g113100.3	NA	chr3	-	51,54	14,6	4,6	0,0	148	74	0.000132978727284	0.00268639293436361	0.646,0.818	1.0,1.0	-0.268	RI	HS1.vs.HS0	protein_coding	protein_coding	Ubiquitin-conjugating enzyme (AHRD V3.3 *** A0A200QS73_9MAGN)	Solyc03g113100.3.1	NA	NA
gene:Solyc03g083140.3_49017857_49018331_49017857_49017947_49018217_49018331	gene:Solyc03g083140.3	NA	chr3	+	10,13	20,9	3,2	0,0	148	74	7.13820514353e-06	0.000253320395100273	0.2,0.419	1.0,1.0	-0.691	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g083910.5_49893754_49894122_49893754_49893842_49893928_49894122	gene:Solyc03g083910.5	NA	chr3	-	85,54	151,127	37,49	236,212	148	74	2.35135236615e-07	1.39322876248776e-05	0.22,0.175	0.073,0.104	0.109	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g096380.3_54507893_54508318_54507893_54508018_54508186_54508318	gene:Solyc03g096380.3	NA	chr3	-	53,51	0,0	94,108	13,8	148	74	1.60085802692e-06	7.16043062538092e-05	1.0,1.0	0.783,0.871	0.173	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g096450.3_54620794_54621112_54620794_54620867_54620996_54621112	gene:Solyc03g096450.3	NA	chr3	+	35,49	4,7	43,12	0,0	148	74	2.06868014125e-05	0.000601457988493771	0.814,0.778	1.0,1.0	-0.204	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g066470.4_44311960_44312681_44311960_44312113_44312573_44312681	gene:Solyc06g066470.4	NA	chr6	-	19,10	1,5	12,2	0,0	148	74	0.000136693093888	0.00274264412491078	0.905,0.5	1.0,1.0	-0.297	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g097060.4_55489540_55489977_55489540_55489651_55489893_55489977	gene:Solyc03g097060.4	NA	chr3	-	82,77	22,10	91,99	2,3	148	74	1.66589563999e-06	7.382504134146e-05	0.651,0.794	0.958,0.943	-0.228	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g097060.4_55489893_55490373_55489893_55490153_55490234_55490373	gene:Solyc03g097060.4	NA	chr3	-	42,41	6,7	43,32	0,1	148	74	2.2971166416e-05	0.00065076799627825	0.778,0.745	1.0,0.941	-0.209	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g115680.4_61363235_61364935_61363235_61363448_61363992_61364935	gene:Solyc03g115680.4	NA	chr3	+	16,9	4,1	10,8	0,0	148	74	0.000307766732185	0.00537478151700712	0.667,0.818	1.0,1.0	-0.258	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g097460.3_55868229_55869091_55868229_55868547_55868626_55869091	gene:Solyc03g097460.3	NA	chr3	-	2,2	0,1	1,1	3,1	148	74	0.000447199442651	0.00726938714339914	1.0,0.5	0.143,0.333	0.512	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc05g006320.4_992023_992330_992023_992154_992285_992330	gene:Solyc05g006320.4	NA	chr5	-	7,1	1,0	0,1	1,1	148	74	0.000271237360505	0.00484848197616513	0.778,1.0	0.0,0.333	0.723	RI	HS1.vs.HS0	protein_coding	protein_coding	Sterile alpha motif domain-containing protein (AHRD V3.3 *** A0A2U1NUF5_ARTAN)	Solyc05g006320.4.1	NA	NA
Solyc_chr4_NPC00139_51904207_51905934_51904207_51904424_51905516_51905934	Solyc_chr4_NPC00139	NA	chr4	+	4,10	0,0	3,5	2,2	148	74	0.000157751028934	0.00308812762762023	1.0,1.0	0.429,0.556	0.507	RI	HS1.vs.HS0	lncRNA	lncRNA	NA	NA	NA	NA
gene:Solyc03g114400.3_60405251_60405595_60405251_60405422_60405505_60405595	gene:Solyc03g114400.3	NA	chr3	-	13,13	4,1	12,4	0,0	148	74	0.000353376077692	0.0060285141274641	0.619,0.867	1.0,1.0	-0.257	RI	HS1.vs.HS0	protein_coding	protein_coding	Nuclear factor Y" " subunit B13 (AHRD V3.3 *** F4KBG0_ARATH)	Solyc03g114400.3.1	NA	NA
gene:Solyc01g090940.3_78780884_78782150_78780884_78781076_78781257_78782150	gene:Solyc01g090940.3	NA	chr1	+	3,5	2,2	8,5	0,0	148	74	0.000158955414496	0.00310519788957737	0.429,0.556	1.0,1.0	-0.507	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g081920.3_65551488_65551929_65551488_65551579_65551753_65551929	gene:Solyc04g081920.3	NA	chr4	+	39,33	95,54	12,26	81,104	148	74	0.000338300907604	0.00580491117798848	0.17,0.234	0.069,0.111	0.112	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g111790.4_58427107_58427503_58427107_58427181_58427463_58427503	gene:Solyc03g111790.4	NA	chr3	+	7,2	0,0	9,7	1,5	148	74	3.26031940515e-05	0.000869800790047304	1.0,1.0	0.818,0.412	0.385	RI	HS1.vs.HS0	protein_coding	protein_coding	Centromere protein X (AHRD V3.3 *** A0A1U8FY32_CAPAN)	Solyc03g111790.4.1	NA	NA
gene:Solyc03g112520.3_58914852_58915083_58914852_58914906_58914999_58915083	gene:Solyc03g112520.3	NA	chr3	-	1,7	2,3	7,13	0,1	148	74	0.000170234620985	0.00328168337984519	0.2,0.538	1.0,0.867	-0.565	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g112520.3_58920172_58920609_58920172_58920243_58920557_58920609	gene:Solyc03g112520.3	NA	chr3	-	11,4	17,12	5,4	47,53	148	74	0.00035946064983	0.00610875989099702	0.244,0.143	0.051,0.036	0.15	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g112600.4_59000128_59000503_59000128_59000291_59000427_59000503	gene:Solyc03g112600.4	NA	chr3	+	34,31	8,13	47,45	4,1	148	74	0.00012814928465	0.00260868309895265	0.68,0.544	0.855,0.957	-0.294	RI	HS1.vs.HS0	protein_coding	protein_coding	JmjC domain (AHRD V3.3 *** A0A200RAY2_9MAGN)" "Pfam:PF13621	Solyc03g112600.4.1	NA	NA
gene:Solyc03g112810.3_59133783_59134122_59133783_59133875_59134017_59134122	gene:Solyc03g112810.3	NA	chr3	+	2,3	1,2	2,1	0,0	148	74	0.000502054915911	0.00795169913058323	0.5,0.429	1.0,1.0	-0.535	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g049770.4_43964883_43965372_43964883_43964903_43965120_43965372	gene:Solyc04g049770.4	NA	chr4	+	4,2	3,1	7,5	0,0	148	74	5.96865944934e-05	0.0014133636492661	0.4,0.5	1.0,1.0	-0.55	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g020590.2_12139101_12139470_12139101_12139183_12139313_12139470	gene:Solyc11g020590.2	NA	chr11	+	7,5	4,1	7,5	0,0	148	74	2.36685129288e-05	0.000666486423074494	0.467,0.714	1.0,1.0	-0.409	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g082800.3_46067435_46067806_46067435_46067650_46067740_46067806	gene:Solyc02g082800.3	NA	chr2	-	53,53	37,32	20,27	2,0	148	74	3.297794815e-08	2.58993974450222e-06	0.417,0.453	0.833,1.0	-0.481	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g114900.3_60799327_60799797_60799327_60799443_60799519_60799797	gene:Solyc03g114900.3	NA	chr3	+	9,3	8,1	0,0	1,1	148	74	2.61623530898e-05	0.000722663540862374	0.36,0.6	0.0,0.0	0.48	RI	HS1.vs.HS0	protein_coding	protein_coding	COBRA-like protein (AHRD V3.3 *** K4BKZ2_SOLLC)	Solyc03g114900.3.1	NA	NA
gene:Solyc03g116030.4_61596894_61597157_61596894_61596984_61597088_61597157	gene:Solyc03g116030.4	NA	chr3	+	9,20	1,4	10,6	0,0	148	74	0.000620522173462	0.00934833206274052	0.818,0.714	1.0,1.0	-0.234	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g006200.3_1017792_1020304_1017792_1017907_1018927_1020304	gene:Solyc07g006200.3	NA	chr7	-	0,3	2,4	1,3	0,0	148	74	2.87072288163e-09	3.0851554207639e-07	0.0,0.273	1.0,1.0	-0.863	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g011665.1_10728835_10729124_10728835_10728946_10729041_10729124	gene:Solyc06g011665.1	NA	chr6	+	18,14	10,5	9,2	0,0	148	74	5.28388455767e-06	0.000195621639586262	0.474,0.583	1.0,1.0	-0.472	RI	HS1.vs.HS0	protein_coding	protein_coding	SIT4 phosphatase-associated family protein (AHRD V3.3 *** A0A2U1PT03_ARTAN)	Solyc06g011665.1.1	NA	NA
gene:Solyc02g093700.3_54170488_54170704_54170488_54170534_54170614_54170704	gene:Solyc02g093700.3	NA	chr2	+	18,14	31,26	2,1	21,10	148	74	0.000144791983989	0.00288334824830308	0.225,0.212	0.045,0.048	0.172	RI	HS1.vs.HS0	protein_coding	protein_coding	Cystinosin-like protein (AHRD V3.3 *** A0A1U8FR03_CAPAN)	Solyc02g093700.3.1	NA	NA
gene:Solyc02g093700.3_54170488_54170912_54170488_54170704_54170787_54170912	gene:Solyc02g093700.3	NA	chr2	+	19,22	7,10	0,0	8,7	148	74	1.3125289744e-10	2.07387390627667e-08	0.576,0.524	0.0,0.0	0.55	RI	HS1.vs.HS0	protein_coding	protein_coding	Cystinosin-like protein (AHRD V3.3 *** A0A1U8FR03_CAPAN)	Solyc02g093700.3.1	NA	NA
gene:Solyc02g082560.1_45848547_45850143_45848547_45848733_45848840_45850143	gene:Solyc02g082560.1	NA	chr2	-	26,20	4,4	13,14	0,0	148	74	4.59149591533e-05	0.00114873948230382	0.765,0.714	1.0,1.0	-0.26	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g118010.4_63037158_63037566_63037158_63037277_63037466_63037566	gene:Solyc03g118010.4	NA	chr3	-	46,52	9,14	60,48	0,0	148	74	5.54941204101e-10	7.36545713143052e-08	0.719,0.65	1.0,1.0	-0.316	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g118390.3_63319112_63319523_63319112_63319179_63319481_63319523	gene:Solyc03g118390.3	NA	chr3	-	3,11	22,18	1,0	12,9	148	74	0.000593854307834	0.00902855819098141	0.064,0.234	0.04,0.0	0.129	RI	HS1.vs.HS0	protein_coding	protein_coding	Coiled-coil domain-containing protein SCD2 (AHRD V3.3 *** A0A2G3CZS6_CAPCH)	Solyc03g118390.3.1	NA	NA
gene:Solyc03g118390.3_63319481_63319838_63319481_63319523_63319640_63319838	gene:Solyc03g118390.3	NA	chr3	-	11,12	1,4	1,1	0,0	148	74	0.000240770778261	0.00440169442764342	0.846,0.6	1.0,1.0	-0.277	RI	HS1.vs.HS0	protein_coding	protein_coding	Coiled-coil domain-containing protein SCD2 (AHRD V3.3 *** A0A2G3CZS6_CAPCH)	Solyc03g118390.3.1	NA	NA
gene:Solyc03g118430.3_63345559_63345868_63345559_63345647_63345765_63345868	gene:Solyc03g118430.3	NA	chr3	-	2,5	4,2	9,15	0,0	148	74	2.02148059847e-07	1.21955005650878e-05	0.2,0.556	1.0,1.0	-0.622	RI	HS1.vs.HS0	protein_coding	protein_coding	Peptidase M16 (AHRD V3.3 *** A0A200QEF2_9MAGN)	Solyc03g118430.3.1	NA	NA
gene:TomatoPan058910_1576444_1576866_1576444_1576505_1576590_1576866	gene:TomatoPan058910	NA	chr3	-	11,5	13,15	2,2	25,23	148	74	0.000312468976877	0.00544615166854889	0.297,0.143	0.038,0.042	0.18	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g118500.3_63383728_63384225_63383728_63383788_63384095_63384225	gene:Solyc03g118500.3	NA	chr3	+	16,21	16,22	40,37	2,6	148	74	3.12052693685e-08	2.45799369550989e-06	0.333,0.323	0.909,0.755	-0.504	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g118500.3_63385383_63385638_63385383_63385460_63385571_63385638	gene:Solyc03g118500.3	NA	chr3	+	3,3	3,1	2,2	0,0	148	74	8.39632584647e-05	0.00185354814768332	0.333,0.6	1.0,1.0	-0.533	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g095890.4_81193346_81193636_81193346_81193436_81193534_81193636	gene:Solyc01g095890.4	NA	chr1	-	5,6	6,10	3,6	0,0	148	74	1.01314328038e-07	6.70670533109404e-06	0.294,0.231	1.0,1.0	-0.738	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g095890.4_81193534_81193850_81193534_81193633_81193763_81193850	gene:Solyc01g095890.4	NA	chr1	-	2,3	6,7	4,5	0,0	148	74	6.29216945214e-09	6.14064845981825e-07	0.143,0.176	1.0,1.0	-0.841	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g118980.2_63758357_63760557_63758357_63758522_63760451_63760557	gene:Solyc03g118980.2	NA	chr3	-	2,1	0,1	0,1	7,0	148	74	0.00040769332069	0.00676794194881567	1.0,0.333	0.0,1.0	0.166	RI	HS1.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g119570.3_64174310_64174570_64174310_64174385_64174485_64174570	gene:Solyc03g119570.3	NA	chr3	+	0,1	14,13	12,12	24,46	148	74	6.71483492326e-05	0.00154694207581169	0.0,0.037	0.2,0.115	-0.139	RI	HS1.vs.HS0	protein_coding	protein_coding	Carbon catabolite repressor protein 4-like protein 5 (AHRD V3.3 *** A0A1J3I9F8_NOCCA)	Solyc03g119570.3.1	NA	NA
